scenario_id,postcode,name,dob,name_first,name_last,sex,email
pl.PL.61,84-263,Maksymilian Graj,1934-04-12,Maksymilian,Graj,M,maksymilian.g.34@gmail.com
pl.PL.62,96-085,Mieszko Orzeszek,2020-02-18,Mieszko,Orzeszek,M,mieszkoorzeszek.20@gabinety.com
pl.PL.63,05-730,Miłosz Jędrak,1950-07-22,Miłosz,Jędrak,M,miloszj50@hotmail.com
pl.PL.64,98-399,Bianka Jędraszczyk,1946-12-29,Bianka,Jędraszczyk,F,bianka-jedraszczyk-9@o2.pl
pl.PL.65,00-491,Olgierd Wielgos,2008-10-01,Olgierd,Wielgos,M,olgierdwielgos08@yahoo.com
pl.PL.66,63-066,Klara Dzieża,1929-02-10,Klara,Dzieża,F,klara.dzieza@daraz.pl
pl.PL.67,52-318,Tymon Ochal,1997-04-06,Tymon,Ochal,M,tymonochal9@o2.pl
pl.PL.68,58-048,Kamila Masny,1970-11-30,Kamila,Masny,F,kamilamasny.6@gmail.com
pl.PL.69,42-397,Apolonia Ślipek,1938-07-18,Apolonia,Ślipek,F,apolonia.slipek@yahoo.com
pl.PL.70,24-264,Gabriel Pawliczek,1945-03-05,Gabriel,Pawliczek,M,gabrielpawliczek-9@o2.pl
pl.PL.71,59-320,Anna Maria Mały,1987-11-28,Anna Maria,Mały,F,maly@grygo-zbrozek.pl
pl.PL.72,06-265,Eliza Ochwat,1916-04-20,Eliza,Ochwat,F,elizaochwat-3@onet.pl
pl.PL.73,69-589,Bartek Zagrajek,1965-08-08,Bartek,Zagrajek,M,bartek-z-3@interia.pl
pl.PL.74,61-885,Juliusz Gwara,1978-05-18,Juliusz,Gwara,M,jgwara-78@onet.pl
pl.PL.75,81-615,Jeremi Staniaszek,1915-04-13,Jeremi,Staniaszek,M,jeremi_s15@yahoo.com
pl.PL.76,59-741,Szymon Olesiejuk,2011-08-12,Szymon,Olesiejuk,M,szymon_olesiejuk@o2.pl
pl.PL.77,05-099,Karol Łaskawiec,1966-02-08,Karol,Łaskawiec,M,klaskawiec66@yahoo.com
pl.PL.78,29-048,Sylwia Słowiak,2017-01-22,Sylwia,Słowiak,F,sylwia.slowiak@sierota.pl
pl.PL.79,99-095,Nicole Franik,1934-05-05,Nicole,Franik,F,nicole.f.34@interia.pl
pl.PL.80,31-401,Filip Gemza,1981-04-21,Filip,Gemza,M,filipgemza@yahoo.com
pl.PL.81,96-906,Ada Polaszek,1952-11-02,Ada,Polaszek,F,adapolaszek@gmail.com
pl.PL.82,56-510,Urszula Tomys,2001-06-07,Urszula,Tomys,F,urszula_tomys_7@hotmail.com
pl.PL.83,10-492,Ewa Kohut,1988-12-16,Ewa,Kohut,F,ekohut@hotmail.com
pl.PL.84,18-650,Leon Kozdra,1979-02-22,Leon,Kozdra,M,leon_kozdra@o2.pl
pl.PL.85,93-626,Julita Szczap,1957-01-17,Julita,Szczap,F,julita_s@hotmail.com
pl.PL.86,79-649,Adrianna Błądek,1923-04-22,Adrianna,Błądek,F,a-bladek@ppuh.pl
pl.PL.87,49-434,Wiktor Jaszczur,1984-06-23,Wiktor,Jaszczur,M,wjaszczur.8@nowotnik.pl
pl.PL.88,70-465,Nicole Krzyk,1992-03-07,Nicole,Krzyk,F,nicolek@interia.pl
pl.PL.89,08-039,Ignacy Roszkiewicz,1997-09-10,Ignacy,Roszkiewicz,M,ignacyroszkiewicz.97@onet.pl
pl.PL.90,45-866,Dominik Broniek,1993-10-25,Dominik,Broniek,M,dominik.b@gmail.com
pl.PL.91,99-543,Bianka Miąsik,1918-04-27,Bianka,Miąsik,F,biankamiasik18@interia.pl
pl.PL.92,55-646,Melania Łabno,1943-10-09,Melania,Łabno,F,melanialabno43@ppuh.net
pl.PL.93,92-795,Kornelia Boryczko,1930-05-02,Kornelia,Boryczko,F,kornelia.b.9@yahoo.com
pl.PL.94,97-923,Tymon Jażdżyk,1961-05-12,Tymon,Jażdżyk,M,tymon.jazdzyk.61@onet.pl
pl.PL.95,43-587,Mieszko Młocek,1922-04-11,Mieszko,Młocek,M,mieszkomlocek-22@interia.pl
pl.PL.96,28-426,Tymoteusz Jasica,1966-10-02,Tymoteusz,Jasica,M,tymoteuszjasica66@onet.pl
pl.PL.97,87-700,Witold Berendt,1956-12-30,Witold,Berendt,M,witold.b.56@gmail.com
pl.PL.98,99-132,Fryderyk Gierasimiuk,1956-03-02,Fryderyk,Gierasimiuk,M,fgierasimiuk@gmail.com
pl.PL.99,29-867,Michał Łosiewicz,1984-03-06,Michał,Łosiewicz,M,losiewicz@fundacja.com
pl.PL.100,61-290,Urszula Broś,1923-01-24,Urszula,Broś,F,urszulab23@sommerfeld-mich.pl
pl.PL.101,51-801,Emil Mich,1948-02-06,Emil,Mich,M,emilmich48@gmail.com
pl.PL.102,96-457,Monika Podpora,1933-04-30,Monika,Podpora,F,monikapodpora@yahoo.com
pl.PL.103,68-587,Rozalia Słaba,2015-06-12,Rozalia,Słaba,F,rozalia-slaba0@o2.pl
pl.PL.104,25-900,Alex Wichary,1950-02-19,Alex,Wichary,M,awichary@yahoo.com
pl.PL.105,71-614,Angelika Zapiór,1919-10-23,Angelika,Zapiór,F,azapior@yahoo.com
pl.PL.106,26-470,Tymon Zaranek,1909-02-23,Tymon,Zaranek,M,tymonzaranek@o2.pl
pl.PL.107,89-819,Szymon Giezek,2003-01-09,Szymon,Giezek,M,szymon.giezek03@onet.pl
pl.PL.108,00-009,Nikodem Bicz,1985-08-18,Nikodem,Bicz,M,nikodembicz@gmail.com
pl.PL.109,16-488,Radosław Piątkiewicz,1945-12-30,Radosław,Piątkiewicz,M,radoslaw.piatkiewicz45@yahoo.com
pl.PL.110,11-945,Błażej Labudda,1970-02-01,Błażej,Labudda,M,blazej-l-70@onet.pl
pl.PL.111,07-685,Aleks Chomiak,2004-03-13,Aleks,Chomiak,M,alekschomiak8@onet.pl
pl.PL.112,40-680,Ada Ambrożewicz,2005-04-04,Ada,Ambrożewicz,F,ada_a05@hotmail.com
pl.PL.113,90-996,Malwina Cłapa,1966-04-08,Malwina,Cłapa,F,malwina.clapa66@o2.pl
pl.PL.114,39-031,Sara Mikoda,1987-12-05,Sara,Mikoda,F,smikoda_87@fpuh.com
pl.PL.115,68-032,Rozalia Wlaźlak,1978-03-30,Rozalia,Wlaźlak,F,rozalia.wlazlak@hotmail.com
pl.PL.116,11-170,Maksymilian Krzyśko,2008-02-07,Maksymilian,Krzyśko,M,maksymilian_krzysko6@interia.pl
pl.PL.117,35-950,Olga Klaus,1961-02-14,Olga,Klaus,F,olga@kopysc.org
pl.PL.118,37-978,Rozalia Pindral,1991-07-30,Rozalia,Pindral,F,p@stowarzyszenie.com
pl.PL.119,95-947,Klara Bazyluk,1972-02-24,Klara,Bazyluk,F,klara_b_5@yahoo.com
pl.PL.120,75-122,Mariusz Pawlos,1942-09-26,Mariusz,Pawlos,M,mariusz_pawlos@o2.pl
pl.PL.121,47-899,Adrianna Hyży,1984-02-27,Adrianna,Hyży,F,adrianna_hyzy84@o2.pl
pl.PL.122,07-578,Emil Czosnyka,1912-11-19,Emil,Czosnyka,M,emil_c12@spoldzielnia.pl
pl.PL.123,31-166,Krystyna Zięciak,1918-05-24,Krystyna,Zięciak,F,krystynazieciak_18@ppuh.org
pl.PL.124,39-825,Roksana Janduła,1994-01-13,Roksana,Janduła,F,roksanajandula94@jasica.pl
pl.PL.125,87-060,Igor Miksza,1945-12-25,Igor,Miksza,M,i_miksza7@hotmail.com
pl.PL.126,86-924,Anastazja Pakosz,2021-01-11,Anastazja,Pakosz,F,anastazja.pakosz@interia.pl
pl.PL.127,35-717,Ida Szumiło,1973-03-02,Ida,Szumiło,F,idas73@o2.pl
pl.PL.128,44-163,Bartek Opyrchał,1947-05-02,Bartek,Opyrchał,M,b_opyrchal_2@fpuh.org
pl.PL.129,27-478,Olgierd Westfal,1939-02-24,Olgierd,Westfal,M,westfal@mironczuk.pl
pl.PL.130,88-161,Kalina Kurczab,2001-11-05,Kalina,Kurczab,F,k_kurczab01@onet.pl
pl.PL.131,96-436,Aurelia Kuban,2015-07-20,Aurelia,Kuban,F,aurelia_k_15@o2.pl
pl.PL.132,32-310,Krystyna Niedźwiadek,1933-05-13,Krystyna,Niedźwiadek,F,krystyna@spoldzielnia.com
pl.PL.133,99-465,Stefan Nojman,1928-05-29,Stefan,Nojman,M,stefan-n-4@o2.pl
pl.PL.134,86-725,Wiktor Barczuk,1966-12-24,Wiktor,Barczuk,M,wiktorbarczuk@o2.pl
pl.PL.135,23-314,Gabriel Heleniak,1970-12-10,Gabriel,Heleniak,M,g-heleniak8@fpuh.org
pl.PL.136,43-986,Kalina Filiks,1959-07-08,Kalina,Filiks,F,kalina-filiks-4@o2.pl
pl.PL.137,35-422,Apolonia Kołaczyk,1939-07-23,Apolonia,Kołaczyk,F,apoloniakolaczyk_6@o2.pl
pl.PL.138,74-636,Julianna Drózd,1948-03-17,Julianna,Drózd,F,julianna.drozd48@gmail.com
pl.PL.139,90-010,Szymon Koperek,1936-10-01,Szymon,Koperek,M,s.koperek36@gmail.com
pl.PL.140,19-115,Olaf Panuś,1924-06-28,Olaf,Panuś,M,opanus24@hotmail.com
pl.PL.141,91-671,Daniel Makurat,1975-11-02,Daniel,Makurat,M,danielmakurat-75@ppuh.com
pl.PL.142,58-803,Anita Franków,2010-08-08,Anita,Franków,F,anitafrankow@interia.pl
pl.PL.143,02-552,Jakub Miros,1911-08-11,Jakub,Miros,M,jmiros8@yahoo.com
pl.PL.144,31-456,Roksana Podeszwa,1998-09-24,Roksana,Podeszwa,F,roksana.p.98@gmail.com
pl.PL.145,56-210,Patryk Taciak,1910-06-05,Patryk,Taciak,M,patryktaciak-10@hotmail.com
pl.PL.146,16-785,Apolonia Świć,2018-04-21,Apolonia,Świć,F,apoloniaswic@yahoo.com
pl.PL.147,06-459,Tola Koperek,1984-08-15,Tola,Koperek,F,tolak.1@gmail.com
pl.PL.148,85-971,Julianna Władyka,1976-09-14,Julianna,Władyka,F,jwladyka-76@grupa.com
pl.PL.149,67-983,Inga Serzysko,1934-07-24,Inga,Serzysko,F,ingas@interia.pl
pl.PL.150,79-441,Ignacy Komperda,1961-05-09,Ignacy,Komperda,M,ignacyk@hotmail.com
pl.PL.151,14-754,Sylwia Goś,2003-11-21,Sylwia,Goś,F,sylwiagos_6@onet.pl
pl.PL.152,49-957,Kaja Jamroz,1931-03-02,Kaja,Jamroz,F,kaja_jamroz7@yahoo.com
pl.PL.153,80-655,Julianna Janowiak,2020-07-27,Julianna,Janowiak,F,juliannaj1@o2.pl
pl.PL.154,47-370,Jacek Mytnik,1973-05-09,Jacek,Mytnik,M,jacek.m.73@fpuh.com
pl.PL.155,95-134,Łukasz Chwalisz,1909-10-02,Łukasz,Chwalisz,M,lchwalisz_9@interia.pl
pl.PL.156,49-458,Marcin Petryk,1948-11-04,Marcin,Petryk,M,m-petryk@o2.pl
pl.PL.157,60-474,Sonia Pietraszkiewicz,1952-01-06,Sonia,Pietraszkiewicz,F,soniapietraszkiewicz@interia.pl
pl.PL.158,48-586,Wojciech Durczok,1985-04-18,Wojciech,Durczok,M,wojciechdurczok-85@franiak.pl
pl.PL.159,21-201,Łukasz Osica,1977-08-12,Łukasz,Osica,M,lukaszosica@o2.pl
pl.PL.160,49-785,Kazimierz Pietraś,2012-10-12,Kazimierz,Pietraś,M,kazimierz-pietras@onet.pl
pl.PL.161,26-686,Arkadiusz Nowotnik,1995-03-22,Arkadiusz,Nowotnik,M,a_nowotnik95@hotmail.com
pl.PL.162,58-162,Ewa Kolek,1960-06-28,Ewa,Kolek,F,k@grupa.org
pl.PL.163,89-714,Julianna Białka,1973-06-17,Julianna,Białka,F,julianna.b@gmail.com
pl.PL.164,20-660,Kacper Sałuda,1951-11-14,Kacper,Sałuda,M,kacper.s.8@gmail.com
pl.PL.165,45-316,Ida Waloch,1986-06-04,Ida,Waloch,F,i.waloch86@spoldzielnia.pl
pl.PL.166,36-974,Kacper Trzyna,1985-04-30,Kacper,Trzyna,M,kacper.trzyna85@dudkowiak.org
pl.PL.167,61-721,Anna Maria Garncarek,1959-05-12,Anna Maria,Garncarek,F,a-garncarek@o2.pl
pl.PL.168,36-508,Maksymilian Sondej,1950-12-04,Maksymilian,Sondej,M,maksymiliansondej@stowarzyszenie.pl
pl.PL.169,45-538,Andrzej Pupek,1926-10-18,Andrzej,Pupek,M,andrzej_p_9@yahoo.com
pl.PL.170,40-951,Dominik Niksa,1924-06-25,Dominik,Niksa,M,dominik_n@o2.pl
pl.PL.171,05-320,Mateusz Zackiewicz,1972-03-30,Mateusz,Zackiewicz,M,mzackiewicz@gmail.com
pl.PL.172,52-727,Oskar Stachów,1973-03-10,Oskar,Stachów,M,oskar-stachow@hotmail.com
pl.PL.173,41-740,Justyna Serwach,1965-04-13,Justyna,Serwach,F,justyna.s8@gabinety.com
pl.PL.174,04-849,Tomasz Chuchla,1942-12-20,Tomasz,Chuchla,M,tchuchla.5@hotmail.com
pl.PL.175,88-098,Emil Witan,2005-11-18,Emil,Witan,M,emil_w8@cichos.pl
pl.PL.176,58-069,Emil Bojczuk,1973-06-13,Emil,Bojczuk,M,emilbojczuk@o2.pl
pl.PL.177,43-896,Nikodem Nitek,1973-04-01,Nikodem,Nitek,M,nikodem.n@ppuh.pl
pl.PL.178,88-126,Hubert Gałach,1924-04-21,Hubert,Gałach,M,hubertgalach24@yahoo.com
pl.PL.179,11-988,Liwia Witoń,2007-09-03,Liwia,Witoń,F,lwiton.5@gmail.com
pl.PL.180,83-044,Tomasz Trznadel,1993-10-28,Tomasz,Trznadel,M,tomasz_trznadel_93@onet.pl
pl.PL.181,18-076,Ewelina Cuch,1939-08-17,Ewelina,Cuch,F,ewelina.cuch.39@yahoo.com
pl.PL.182,18-258,Marcelina Przybyś,1926-07-14,Marcelina,Przybyś,F,mprzybys@hotmail.com
pl.PL.183,04-881,Gabriel Lichoń,1980-07-24,Gabriel,Lichoń,M,gabriel.lichon@grupa.com
pl.PL.184,63-462,Eliza Karyś,1989-12-13,Eliza,Karyś,F,elizakarys_1@yahoo.com
pl.PL.185,71-614,Apolonia Krauz,2013-07-02,Apolonia,Krauz,F,apoloniakrauz4@interia.pl
pl.PL.186,28-846,Liwia Szaruga,1957-06-09,Liwia,Szaruga,F,l.szaruga57@yahoo.com
pl.PL.187,01-766,Adrianna Rozynek,2011-08-09,Adrianna,Rozynek,F,adriannar.11@kusmider-zdancewicz.org
pl.PL.188,22-443,Sonia Kajstura,2011-06-16,Sonia,Kajstura,F,soniak9@interia.pl
pl.PL.189,51-194,Grzegorz Zapaśnik,1946-12-04,Grzegorz,Zapaśnik,M,grzegorzzapasnik46@gmail.com
pl.PL.190,05-442,Iwo Jakóbik,2001-07-19,Iwo,Jakóbik,M,iwojakobik-1@hotmail.com
pl.PL.191,90-045,Marika Płócienniczak,1955-10-08,Marika,Płócienniczak,F,mplocienniczak-55@hotmail.com
pl.PL.192,11-097,Hubert Szwiec,2003-03-15,Hubert,Szwiec,M,hubertszwiec9@joszko-czak.pl
pl.PL.193,93-902,Mikołaj Gąsienica,1942-12-02,Mikołaj,Gąsienica,M,mikolajg.6@latoszek.com
pl.PL.194,98-315,Karina Simon,1978-03-24,Karina,Simon,F,karinas-1@frankow-skotarczak.pl
pl.PL.195,67-701,Ewelina Szylar,1920-01-27,Ewelina,Szylar,F,ewelinaszylar20@interia.pl
pl.PL.196,84-947,Rozalia Samul,1946-05-08,Rozalia,Samul,F,rozalia-samul-0@filas.net
pl.PL.197,14-258,Julita Mycek,1914-04-22,Julita,Mycek,F,julitam@gmail.com
pl.PL.198,78-840,Dagmara Tomaszkiewicz,1971-09-18,Dagmara,Tomaszkiewicz,F,d-tomaszkiewicz-4@hotmail.com
pl.PL.199,32-520,Michał Konsek,1936-05-28,Michał,Konsek,M,michalkonsek_9@hotmail.com
pl.PL.200,42-400,Ada Stiller,1915-01-11,Ada,Stiller,F,ada.s2@yahoo.com
pl.PL.201,17-077,Damian Troć,2005-04-10,Damian,Troć,M,damian-troc-9@hotmail.com
pl.PL.202,35-912,Aniela Salawa,1962-02-26,Aniela,Salawa,F,anielasalawa5@onet.pl
pl.PL.203,46-124,Borys Grotek,1943-12-31,Borys,Grotek,M,b@grupa.pl
pl.PL.204,63-369,Karol Kuk,1955-11-19,Karol,Kuk,M,karol@ppuh.net
pl.PL.205,32-543,Anastazja Śnieg,2011-06-29,Anastazja,Śnieg,F,anastazjasnieg.9@gmail.com
pl.PL.206,99-701,Iwo Buksa,1963-09-09,Iwo,Buksa,M,iwo_b_63@o2.pl
pl.PL.207,95-526,Nicole Kuziora,1983-10-08,Nicole,Kuziora,F,nkuziora9@gmail.com
pl.PL.208,41-502,Apolonia Bak,1922-08-25,Apolonia,Bak,F,apolonia.bak@interia.pl
pl.PL.209,35-755,Emil Garncarek,2003-02-02,Emil,Garncarek,M,emil.garncarek03@stowarzyszenie.com
pl.PL.210,98-911,Jeremi Dąbrowicz,1976-08-09,Jeremi,Dąbrowicz,M,jeremidabrowicz76@hotmail.com
pl.PL.211,24-748,Witold Pieczarka,1931-06-27,Witold,Pieczarka,M,w.pieczarka4@hotmail.com
pl.PL.212,18-866,Leonard Opas,1974-07-04,Leonard,Opas,M,lopas-3@onet.pl
pl.PL.213,39-636,Klara Serwa,2020-01-28,Klara,Serwa,F,k.serwa.20@interia.pl
pl.PL.214,48-038,Ada Szott,2001-01-09,Ada,Szott,F,ada-s01@hotmail.com
pl.PL.215,21-535,Julianna Dybaś,1942-06-01,Julianna,Dybaś,F,julianna.dybas@stowarzyszenie.org
pl.PL.216,69-031,Justyna Smoter,1982-08-04,Justyna,Smoter,F,justynasmoter3@yahoo.com
pl.PL.217,87-944,Fabian Piaseczna,1937-04-22,Fabian,Piaseczna,M,fabianp@yahoo.com
pl.PL.218,59-016,Witold Staniewicz,1964-03-31,Witold,Staniewicz,M,w.staniewicz@yahoo.com
pl.PL.219,91-472,Arkadiusz Kubrak,1976-03-04,Arkadiusz,Kubrak,M,arkadiusz_kubrak@onet.pl
pl.PL.220,45-545,Adam Kurczab,1933-03-19,Adam,Kurczab,M,adam_k_2@tolak-czurylo.pl
pl.PL.221,80-076,Liwia Matejczyk,1960-01-22,Liwia,Matejczyk,F,liwiamatejczyk@hotmail.com
pl.PL.222,97-527,Angelika Knysak,1932-05-11,Angelika,Knysak,F,angelikaknysak8@yahoo.com
pl.PL.223,57-168,Sandra Siembab,1927-12-31,Sandra,Siembab,F,sandrasiembab27@yahoo.com
pl.PL.224,20-507,Karina Niewiara,1971-03-15,Karina,Niewiara,F,karinaniewiara@knych-tekieli.pl
pl.PL.225,12-853,Inga Bytner,2003-10-24,Inga,Bytner,F,ingabytner@interia.pl
pl.PL.226,62-517,Jacek Fogt,1947-06-20,Jacek,Fogt,M,jacek_f@yahoo.com
pl.PL.227,52-909,Anna Maria Drop,1920-03-13,Anna Maria,Drop,F,a.drop@yahoo.com
pl.PL.228,53-528,Fabian Ośko,1977-07-29,Fabian,Ośko,M,fosko@o2.pl
pl.PL.229,58-284,Blanka Aleksa,1985-04-10,Blanka,Aleksa,F,b_aleksa8@onet.pl
pl.PL.230,04-604,Artur Hadaś,2011-04-22,Artur,Hadaś,M,a.hadas.4@gmail.com
pl.PL.231,29-720,Klara Pieszak,2018-02-26,Klara,Pieszak,F,klara_pieszak_18@interia.pl
pl.PL.232,43-648,Angelika Kaczmarkiewicz,2000-02-29,Angelika,Kaczmarkiewicz,F,akaczmarkiewicz2@onet.pl
pl.PL.233,20-634,Kacper Drzał,2019-06-19,Kacper,Drzał,M,kacperd@interia.pl
pl.PL.234,12-066,Malwina Dzierwa,1961-09-01,Malwina,Dzierwa,F,malwina.dzierwa61@gmail.com
pl.PL.235,79-223,Dagmara Kuliberda,1918-04-23,Dagmara,Kuliberda,F,d_kuliberda18@yahoo.com
pl.PL.236,00-926,Julita Niewola,1914-02-19,Julita,Niewola,F,jniewola14@spoldzielnia.pl
pl.PL.237,44-308,Klara Augustynek,1996-01-24,Klara,Augustynek,F,klara.augustynek96@gmail.com
pl.PL.238,60-059,Antoni Posmyk,1921-08-17,Antoni,Posmyk,M,aposmyk-4@hotmail.com
pl.PL.239,92-353,Eliza Rzeźniczek,1995-02-23,Eliza,Rzeźniczek,F,elizarzezniczek_95@interia.pl
pl.PL.240,35-002,Fabian Kopytko,1972-09-23,Fabian,Kopytko,M,fabian.k@yahoo.com
pl.PL.241,60-385,Julian Łaszcz,1944-06-04,Julian,Łaszcz,M,julianl.3@interia.pl
pl.PL.242,16-362,Agnieszka Andrejczuk,1970-01-03,Agnieszka,Andrejczuk,F,agnieszkaandrejczuk_6@saj-baldys.pl
pl.PL.243,93-165,Róża Bekus,1914-10-24,Róża,Bekus,F,r-bekus-14@o2.pl
pl.PL.244,40-524,Bruno Jasnoch,1941-10-28,Bruno,Jasnoch,M,brunojasnoch41@onet.pl
